Name,Pitch_R1_Deg,Roll_R2_Deg,Yaw_R3_Deg,Horz_Off_Meters,Vert_Off_Meters
LS2_CC04:SOL1_D2842,0.0003,-0.0028,0.0002,-0.000043,-0.000026
LS2_CC04:CAV4_D2845,0.0171,0.0227,0.0168,-0.00042,-0.000049
LS2_CC04:CAV5_D2850,0.0192,0.0171,0.008,-0.000568,-0.000198
LS2_CC04:CAV6_D2854,0.0305,0.0154,-0.0147,-0.00048,-0.000367
LS2_CC05:CAV1_D2865,-0.0331,0.0657,0.0078,-0.000061,-0.000421
LS2_CC05:CAV2_D2870,-0.0247,0.0683,-0.0016,-0.000252,-0.000311
LS2_CC05:CAV3_D2874,-0.0246,0.0725,0.0129,-0.000358,-0.00015
LS2_CC05:SOL1_D2882,0.0005,-0.0007,0.0003,-0.000008,0.000007
LS2_CC05:CAV4_D2885,-0.0127,0.0867,0.0116,-0.000157,0.000093
LS2_CC05:CAV5_D2890,-0.0136,0.0889,0.0252,-0.000187,0.000315
LS2_CC05:CAV6_D2894,-0.0141,0.0936,0.0108,-0.000221,0.00034
LS2_CC06:CAV1_D2905,-0.0076,-0.0656,0.0084,-0.000226,-0.000516
LS2_CC06:CAV2_D2910,-0.0142,-0.0512,0.0175,-0.000046,-0.000403
LS2_CC06:CAV3_D2914,-0.045,-0.039,0.0089,-0.000019,-0.000262
LS2_CC06:SOL1_D2922,-0.0001,0.0002,0.0004,-0.000008,-0.000024
LS2_CC06:CAV4_D2925,-0.0111,-0.0218,-0.031,0.000309,-0.000021
LS2_CC06:CAV5_D2929,-0.0185,0.3198,-0.0281,0.000257,0.000065
LS2_CC06:CAV6_D2934,-0.0003,-0.011,-0.0018,0.000623,0.000305
LS2_CC07:CAV1_D2945,0.0072,-0.0186,-0.0208,0.000291,-0.000159
LS2_CC07:CAV2_D2949,0.0228,-0.0151,0.0134,0.000276,-0.000183
LS2_CC07:CAV3_D2954,0.0067,-0.0073,-0.0081,0.000379,-0.000263
LS2_CC07:SOL1_D2961,-0.0002,-0.002,0.0002,-0.000033,-0.000003
LS2_CC07:CAV4_D2965,0.0099,0.0044,-0.004,0.00031,-0.000318
LS2_CC07:CAV5_D2969,0.0108,0.0083,-0.01,0.000357,-0.000372
LS2_CC07:CAV6_D2974,0.0105,0.0028,-0.0055,0.000611,-0.000405
LS2_CC08:CAV1_D2985,0.0058,-0.0623,0.0176,0.000041,-0.000199
LS2_CC08:CAV2_D2989,-0.0045,-0.0602,-0.0094,0.000107,-0.000292
LS2_CC08:CAV3_D2994,-0.0087,-0.0587,-0.0186,0.000222,-0.000279
LS2_CC08:SOL1_D3001,0.0003,-0.0051,0.0003,-0.000014,-0.000015
LS2_CC08:CAV4_D3005,-0.0002,-0.0417,0.0252,0.000453,-0.000116
LS2_CC08:CAV5_D3009,0.0092,-0.0445,-0.0276,0.000445,-0.000134
LS2_CC08:CAV6_D3013,0.0047,-0.0505,-0.0055,0.000292,-0.000105
LS2_CC09:CAV1_D3025,0.0006,0.0679,-0.0011,-0.000067,0.000023
LS2_CC09:CAV2_D3029,0,0.0695,0.0183,-0.000101,-0.000058
LS2_CC09:CAV3_D3033,0.0123,0.0697,0.0134,-0.000235,-0.000057
LS2_CC09:SOL1_D3041,-0.0004,-0.0014,0.0001,-0.000023,-0.000011
LS2_CC09:CAV4_D3044,0.006,0.0492,0.0045,-0.000191,-0.000182
LS2_CC09:CAV5_D3049,0.017,0.0444,-0.0125,-0.000292,-0.000239
LS2_CC09:CAV6_D3053,-0.0029,0.0443,-0.0235,-0.000339,-0.000282
LS2_CC10:CAV1_D3064,-0.0224,0.0012,0.0323,0.000308,-0.00039
LS2_CC10:CAV2_D3069,-0.001,0.0126,0.0308,0.00016,-0.000348
LS2_CC10:CAV3_D3073,-0.0173,0.0225,0.0287,0.000035,-0.000202
LS2_CC10:SOL1_D3081,0.0004,0.0004,-0.0002,-0.000013,0.000017
LS2_CC10:CAV4_D3084,-0.0071,0.0268,0.0088,0.000392,-0.000024
LS2_CC10:CAV5_D3089,-0.0008,0.0339,-0.0096,0.000321,0.000054
LS2_CC10:CAV6_D3093,-0.004,0.0395,-0.0238,0.000492,0.000114
LS2_CC11:CAV1_D3104,0.007,0.0019,0.0118,0.000116,0.000165
LS2_CC11:CAV2_D3109,-0.0144,0.0032,0.0191,0.000042,-0.000059
LS2_CC11:CAV3_D3113,0.0332,0.0085,0.0115,0.000038,0.000051
LS2_CC11:SOL1_D3121,0.0003,0.001,-0.0002,0.000018,0.000016
LS2_CC11:CAV4_D3124,0.0153,0.0113,0.014,0.000361,-0.000226
LS2_CC11:CAV5_D3129,0.0048,0.0075,-0.0353,0.000332,-0.000309
LS2_CC11:CAV6_D3133,0.0143,0.0045,0.0023,0.000355,-0.000401
LS2_CC12:CAV1_D3144,0.015,-0.0328,-0.0021,0.000212,0.000218
LS2_CC12:CAV2_D3149,0.0323,-0.033,0.063,-0.000046,0.000152
LS2_CC12:CAV3_D3153,0.007,-0.031,-0.0128,0.000022,0.000065
LS2_CC12:SOL1_D3161,0.0001,-0.0008,0.0004,-0.000017,-0.000003
LS2_CC12:CAV4_D3164,0.0211,-0.0393,0.0075,-0.000124,-0.000202
LS2_CC12:CAV5_D3168,0.0072,-0.0466,-0.0305,-0.000225,-0.000351
LS2_CC12:CAV6_D3173,0.018,-0.0533,-0.0061,-0.000063,-0.000358
LS2_CD01:CAV1_D3187,0.0045,-0.0587,0.0071,-0.000119,-0.00006
LS2_CD01:CAV2_D3193,0.0008,-0.03,0.007,0.000076,-0.000057
LS2_CD01:CAV3_D3199,-0.0196,-0.0292,-0.0021,-0.00007,0.000044
LS2_CD01:CAV4_D3205,0.0101,-0.0522,-0.0062,-0.000148,0.000177
LS2_CD01:SOL1_D3211,0.0005,-0.0001,0.0002,-0.00001,-0.000005
LS2_CD01:CAV5_D3218,0.0102,-0.0263,-0.0045,0.00003,-0.000055
LS2_CD01:CAV6_D3224,0.0046,-0.0174,0.0145,0.000135,-0.000064
LS2_CD01:CAV7_D3230,0.0196,-0.022,0.0052,0.000434,-0.000221
LS2_CD01:CAV8_D3236,0.0266,0.0272,0.006,0.00036,-0.000398
LS2_CD02:CAV1_D3249,-0.0021,-0.0403,0.0161,-0.000079,-0.000067
LS2_CD02:CAV2_D3255,-0.0016,-0.0012,0.002,-0.000164,-0.000011
LS2_CD02:CAV3_D3261,-0.0087,-0.0064,-0.0237,-0.000283,0.00017
LS2_CD02:CAV4_D3267,0.01,-0.0015,0.0012,0.000107,0.000166
LS2_CD02:SOL1_D3273,0,0.0019,-0.0007,-0.000052,-0.00002
LS2_CD02:CAV5_D3280,0.0178,0.0033,-0.0033,0.000492,0.000028
LS2_CD02:CAV6_D3286,0.0054,0.0031,0.0074,0.000503,-0.000187
LS2_CD02:CAV7_D3292,0.0169,-0.0001,0.003,0.000492,-0.000231
LS2_CD02:CAV8_D3298,0.026,-0.0001,-0.0169,0.000527,-0.000462
LS2_CD03:CAV1_D3311,-0.0091,0.0068,-0.0019,0.000386,-0.000785
LS2_CD03:CAV2_D3317,-0.0139,-0.0099,0.0123,0.000224,-0.000838
LS2_CD03:CAV3_D3323,-0.0201,-0.0167,0.0106,0.000132,-0.000602
LS2_CD03:CAV4_D3329,-0.0059,-0.0289,0.0052,0.000205,-0.000432
LS2_CD03:SOL1_D3336,0.0001,0.0034,0.0001,0.000063,-0.000009
LS2_CD03:CAV5_D3342,0.0027,-0.0177,-0.0118,0.000396,-0.000097
LS2_CD03:CAV6_D3348,-0.0112,-0.0283,-0.028,0.000325,0.000052
LS2_CD03:CAV7_D3354,-0.0014,-0.0283,-0.0221,0.000586,0.000266
LS2_CD03:CAV8_D3360,-0.0027,-0.0302,-0.039,0.000388,0.00047
LS2_CD04:CAV1_D3373,0.0146,-0.0237,0.012,-0.000263,0.000001
LS2_CD04:CAV2_D3379,-0.0051,-0.0794,-0.0049,-0.000279,0.000019
LS2_CD04:CAV3_D3385,0.0025,-0.0321,-0.0061,-0.000211,0.000018
LS2_CD04:CAV4_D3391,0.0119,-0.0244,-0.0025,-0.000368,0.000194
LS2_CD04:SOL1_D3398,0.0001,-0.0029,-0.0001,-0.000055,-0.000009
LS2_CD04:CAV5_D3404,0.0067,-0.017,-0.0026,-0.000208,0.000056
LS2_CD04:CAV6_D3410,0.004,-0.0252,-0.0147,-0.000111,0.000044
LS2_CD04:CAV7_D3416,0.001,-0.0158,-0.0036,0.000031,0.000075
LS2_CD04:CAV8_D3422,0.008,-0.0327,-0.014,0.000133,-0.000066
LS2_CD05:CAV1_D3435,-0.0028,0.0167,0.0283,-0.000023,-0.000041
LS2_CD05:CAV2_D3441,0.0127,0.006,0.005,-0.000018,0.000065
LS2_CD05:CAV3_D3447,-0.0171,0.0343,0.0271,-0.000126,0.000107
LS2_CD05:CAV4_D3453,0.0344,0.0059,-0.008,-0.000124,0.000135
LS2_CD05:SOL1_D3460,-0.0007,-0.0004,0.0006,-0.00002,0.000015
LS2_CD05:CAV5_D3466,-0.0032,0.0306,0.0093,0.000136,-0.000042
LS2_CD05:CAV6_D3472,0.0287,0.0508,-0.0314,-0.000099,-0.000128
LS2_CD05:CAV7_D3478,-0.0001,0.0679,0.0032,0.000185,-0.000183
LS2_CD05:CAV8_D3484,0.0209,0.0689,-0.0334,0.000307,-0.000378
LS2_CD06:CAV1_D3497,0.0019,-0.0463,-0.0175,-0.000029,0.000185
LS2_CD06:CAV2_D3503,-0.0008,-0.0557,0.0074,-0.000365,0.000301
LS2_CD06:CAV3_D3509,-0.0073,-0.0555,-0.0057,-0.000292,0.000483
LS2_CD06:CAV4_D3515,0.0003,-0.0671,-0.0035,-0.00012,0.000363
LS2_CD06:SOL1_D3522,-0.0029,-0.0278,-0.0003,-0.000298,0.000235
LS2_CD06:CAV5_D3528,-0.0055,-0.042,-0.0233,0.00004,0.000187
LS2_CD06:CAV6_D3534,0.0266,-0.037,-0.0045,-0.000157,-0.000012
LS2_CD06:CAV7_D3540,0.0056,-0.0379,-0.0227,0.000064,-0.000037
LS2_CD06:CAV8_D3546,0.0334,-0.0414,-0.0204,0.00019,-0.000298
LS2_CD07:CAV1_D3559,0.0086,0.0503,0.024,-0.000045,-0.000022
LS2_CD07:CAV2_D3565,0.0019,0.0473,0.0155,-0.000207,-0.000024
LS2_CD07:CAV3_D3571,0.0044,0.0375,0.0199,-0.000123,-0.000176
LS2_CD07:CAV4_D3577,0.0214,0.0331,0.003,0.000001,-0.00003
LS2_CD07:SOL1_D3584,0,-0.0009,-0.0003,-0.000014,-0.000018
LS2_CD07:CAV5_D3590,0.0207,0.043,-0.0136,-0.000055,-0.00037
LS2_CD07:CAV6_D3596,0.0095,0.0365,0.0192,-0.000561,-0.000457
LS2_CD07:CAV7_D3602,0.0231,0.0638,-0.0148,-0.0006,-0.000509
LS2_CD07:CAV8_D3608,0.0064,0.0501,-0.0173,-0.00049,-0.000704
LS2_CD08:CAV1_D3621,-0.0131,-0.0785,-0.0106,0.000487,-0.00007
LS2_CD08:CAV2_D3627,-0.0035,-0.0707,0.0135,0.000342,-0.000224
LS2_CD08:CAV3_D3633,-0.0108,-0.0777,0.0029,0.00005,-0.000005
LS2_CD08:CAV4_D3639,-0.0056,-0.066,0.0306,0.000201,-0.000011
LS2_CD08:SOL1_D3646,-0.0002,0,0,0.000013,-0.000016
LS2_CD08:CAV5_D3652,-0.0048,-0.0688,0.0151,0.000124,0.000066
LS2_CD08:CAV6_D3658,0.0002,-0.0785,0.0058,0.000381,0.000039
LS2_CD08:CAV7_D3664,-0.0047,-0.0604,-0.0179,0.000495,-0.000058
LS2_CD08:CAV8_D3670,0.0087,-0.0531,0.002,0.000541,-0.000154
LS2_CD09:CAV1_D3683,0.0131,0.0766,-0.0177,0.000172,0.000245
LS2_CD09:CAV2_D3689,0.0124,0.0374,-0.0056,0.00007,0.000267
LS2_CD09:CAV3_D3695,0.0065,0.0716,-0.0071,0.000132,0.000142
LS2_CD09:CAV4_D3701,-0.001,0.0729,-0.0162,0.00006,0.000023
LS2_CD09:SOL1_D3708,-0.0003,0.0016,0.0003,0.000005,-0.000021
LS2_CD09:CAV5_D3714,0.0166,0.0849,-0.0202,0.000284,-0.000064
LS2_CD09:CAV6_D3720,-0.0204,0.0913,-0.0006,0.000132,0.000096
LS2_CD09:CAV7_D3726,0.0042,0.0809,-0.0036,0.00018,0.000177
LS2_CD09:CAV8_D3732,-0.0071,0.0894,-0.0101,0.000305,0.000081
LS2_CD10:CAV1_D3745,-0.0167,0.0304,-0.0012,0.000674,-0.000725
LS2_CD10:CAV2_D3751,-0.0095,0.0126,0.0045,0.000552,-0.000521
LS2_CD10:CAV3_D3757,-0.0156,-0.0037,0.0139,0.000443,-0.00021
LS2_CD10:CAV4_D3763,-0.0207,-0.0595,0.0324,0.000175,0.000221
LS2_CD10:SOL1_D3770,-0.0001,-0.0015,0.0003,0.000003,-0.000024
LS2_CD10:CAV5_D3776,-0.0029,0.0116,0.0052,0.000439,-0.000114
LS2_CD10:CAV6_D3782,0.0022,0.0126,0.0131,0.000638,0.00004
LS2_CD10:CAV7_D3788,0.0157,0.0208,-0.0056,0.000539,0.000063
LS2_CD10:CAV8_D3794,0.0067,0.0305,0.0144,0.000605,-0.000148
LS2_CD11:CAV1_D3807,0.0011,0.0379,-0.0108,-0.000274,-0.000231
LS2_CD11:CAV2_D3813,0,0.0309,-0.0272,-0.000164,-0.000187
LS2_CD11:CAV3_D3819,0.0041,0.0298,-0.0359,-0.000159,-0.000066
LS2_CD11:CAV4_D3825,-0.0106,-0.0261,-0.018,0.000265,0.000033
LS2_CD11:SOL1_D3832,-0.0002,-0.006,0.0002,-0.00003,-0.000023
LS2_CD11:CAV5_D3838,0.0023,0.001,0.0043,0.000077,-0.000119
LS2_CD11:CAV6_D3844,0.0112,-0.0277,-0.0038,0.000095,-0.000033
LS2_CD11:CAV7_D3850,0.0195,-0.0074,-0.0118,0.000044,-0.00009
LS2_CD11:CAV8_D3856,-0.0016,-0.025,-0.0294,0.000068,-0.000052
LS2_CD12:CAV1_D3869,0.0312,0.1593,0.0087,0.000994,0.001002
LS2_CD12:CAV2_D3875,0.0111,0.0248,0.0223,0.000954,0.000605
LS2_CD12:CAV3_D3881,0.0102,0.0246,0.0562,0.000545,0.000499
LS2_CD12:CAV4_D3887,0.0689,0.0708,0.062,0.000378,-0.000172
LS2_CD12:SOL1_D3894,-0.0236,-0.0117,0.0002,0.000089,0.000017
LS2_CD12:CAV5_D3900,0.0435,-0.061,-0.0413,-0.00055,0.000475
LS2_CD12:CAV6_D3906,-0.0169,-0.0165,0.0224,-0.00012,-0.000236
LS2_CD12:CAV7_D3912,0.0355,-0.014,-0.0063,-0.00006,-0.00077
LS2_CD12:CAV8_D3918,-0.0115,-0.0227,0.0161,-0.000449,-0.000523
FS2_BTS:DC_D3930,-0.0077,0.0094,-0.0425,0.000034,0.000063
FS2_BTS:DC_D3930,-0.0077,0.0094,-0.0425,0.000034,0.000063
FS2_BTS:QH_D3934,-0.0071,0.0041,-0.0117,-0.000025,0.000136
FS2_BTS:QH_D3934,-0.0071,0.0041,-0.0117,-0.000025,0.000136
FS2_BTS:QV_D3940,-0.0148,0.0153,0.0108,-0.000011,0.000123
FS2_BTS:QV_D3940,-0.0148,0.0153,0.0108,-0.000011,0.000123
FS2_BTS:DC_D3945,-0.0025,0.0036,-0.0117,0.000049,-0.000026
FS2_BTS:DC_D3945,-0.0025,0.0036,-0.0117,0.000049,-0.000026
FS2_BTS:QV_D3950,-0.0033,-0.0077,-0.019,-0.000115,0.000142
FS2_BTS:QV_D3950,-0.0033,-0.0077,-0.019,-0.000115,0.000142
FS2_BTS:QH_D3955,-0.0072,0.0022,-0.0097,0.000013,0.000127
FS2_BTS:QH_D3955,-0.0072,0.0022,-0.0097,0.000013,0.000127
FS2_BTS:DC_D3962,-0.0074,-0.0025,-0.0017,-0.000006,-0.000039
FS2_BTS:DC_D3962,-0.0074,-0.0025,-0.0017,-0.000006,-0.000039
FS2_BBS:DH_D3979,-0.0004,0.0074,0.0002,0.000095,0.00006
FS2_BTS:Q_D3994,0.0181,-0.0046,0.02,0.000082,-0.000008
FS2_BBS:QH_D3996,-0.0112,0.0073,-0.0136,-0.000093,0.000011
FS2_BTS:Q_D4000,-0.0203,-0.0061,-0.0033,0.000013,0.000041
FS2_BBS:S_D4000,0.0283,-0.0031,0.0052,0.000034,-0.000075
FS2_BBS:QV_D4004,0.006,0.0115,-0.0106,-0.000109,0.000005
FS2_BBS:S_D4007,-0.0001,-0.0192,0.0065,-0.00007,0.000047
FS2_BBS:DC_D4010,0.0167,0.0037,-0.0098,-0.000036,0.000124
FS2_BBS:QH_D4014,-0.0187,0.0035,0.0089,-0.000098,0.000147
FS2_BBS:DH_D4034,-0.0015,0.0029,-0.0031,0.000122,0.000063
FS2_BBS:DC_D4055,0.0157,0.0263,-0.0004,-0.000053,-0.000096
FS2_BBS:DH_D4072,-0.0059,-0.0013,-0.0002,0.000035,-0.00008
FS2_BBS:QH_D4092,0.0019,0.0017,-0.0099,0.000062,0.000073
FS2_BBS:DC_D4096,-0.0011,-0.0175,0.0006,0.000012,0.00012
FS2_BBS:S_D4098,0.0248,-0.0101,-0.0253,0.000002,-0.000014
FS2_BBS:QV_D4102,-0.0013,0.0132,-0.0042,-0.000094,-0.000043
FS2_BBS:S_D4106,0.0634,-0.0204,0.0127,0.000053,0.00007
FS2_BBS:QH_D4109,-0.0006,-0.0017,-0.0014,-0.000103,0.000127
FS2_BBS:DH_D4127,-0.0001,-0.0021,0.0033,-0.000013,0.000007
FS2_BMS:DC_D4146,0.0033,-0.0004,0.0041,0.000053,0.000154
FS2_BMS:QH_D4151,0.0159,0.0083,-0.002,0.000053,-0.00001
FS2_BMS:QV_D4156,0.009,0.0036,0.0057,0.000097,-0.00011
FS2_BMS:DC_D4161,0.0087,-0.0076,0.0196,0.000017,0.000074
FS2_BMS:QV_D4166,-0.0067,-0.0167,-0.0061,-0.000007,0.000135
FS2_BMS:QH_D4172,0.0059,0.001,-0.0056,-0.000125,0.000007
FS2_CG01:CAV1_D4184,0.0104,-0.0258,0.0175,0.000076,0.000007
FS2_CG01:CAV2_D4190,0.052,0.012,-0.009,-0.000101,-0.000023
FS2_CG01:CAV3_D4199,0.0026,0.0121,0.0121,-0.000055,0.000024
FS2_CG01:CAV4_D4205,0.02,0.0108,-0.0097,0.000128,0.000013
FS2_BMS:DC_D4213,0.007,-0.0127,-0.0152,-0.000029,-0.000131
FS2_BMS:QH_D4218,-0.0066,-0.0117,0.0145,-0.000126,0.000024
FS2_BMS:QV_D4226,0.0128,0.0057,-0.0094,-0.000086,-0.000077
FS2_BMS:DC_D4281,-0.001405,0.002648,-0.010516,-0.000064,-0.00005
FS2_BMS:QH_D4286,-0.0014,0.0014,-0.0066,0.000103,-0.000067
FS2_BMS:QV_D4296,-0.0105,0.0104,-0.008,0.000087,-0.000022
LS3_CD01:CAV1_D4334,0.0001,0.0478,-0.0088,-0.000458,0.000055
LS3_CD01:CAV2_D4340,0.0007,0.0018,-0.0196,-0.000133,0.000166
LS3_CD01:CAV3_D4346,-0.0042,0.0499,-0.008,-0.00028,0.000219
LS3_CD01:CAV4_D4352,0.0199,0.0392,0.0101,0.00014,0.00022
LS3_CD01:SOL1_D4358,0.0002,-0.0018,0.0007,-0.000005,-0.00001
LS3_CD01:CAV5_D4365,0.0112,0.0418,0.0032,0.000255,0.000355
LS3_CD01:CAV6_D4371,0.0346,0.0607,0.0029,0.000294,0.000417
LS3_CD01:CAV7_D4377,0.0134,0.0502,0.0044,0.000145,0.000387
LS3_CD01:CAV8_D4383,0.0266,0.0666,-0.0073,0.000043,0.000274
LS3_CD02:CAV1_D4396,0.0055,0.0311,0.0275,0.000433,-0.000066
LS3_CD02:CAV2_D4402,-0.0062,0.0312,-0.0018,0.000145,-0.000002
LS3_CD02:CAV3_D4408,-0.0188,0.0334,0.0246,0.000131,0.000081
LS3_CD02:CAV4_D4414,0.0084,0.0118,-0.0045,0.000014,0.000112
LS3_CD02:SOL1_D4420,0,0.0013,0,-0.000002,0
LS3_CD02:CAV5_D4427,-0.0046,0.0288,0.0049,-0.000068,0.000047
LS3_CD02:CAV6_D4433,0.0117,-0.0028,0.018,-0.000344,0.000142
LS3_CD02:CAV7_D4439,-0.0021,0.0187,0.0073,-0.000341,0.000004
LS3_CD02:CAV8_D4445,0.0129,0.0031,0.0136,-0.000354,-0.000098
LS3_CD03:CAV1_D4458,-0.0253,0.0351,0.003,-0.000656,-0.000129
LS3_CD03:CAV2_D4464,-0.0252,0.0276,-0.0052,-0.000791,-0.0001
LS3_CD03:CAV3_D4470,0.0002,0.0394,-0.015,-0.000662,0.000044
LS3_CD03:CAV4_D4476,-0.0119,0.0371,-0.0179,-0.000579,0.000088
LS3_CD03:SOL1_D4482,0,0.0019,-0.0097,-0.000015,0.000007
LS3_CD03:CAV5_D4489,0.0135,-0.0007,-0.0214,-0.000145,0.000078
LS3_CD03:CAV6_D4495,0.013,0.0452,-0.0097,-0.000362,0.000038
LS3_CD03:CAV7_D4501,0.0102,0.0483,-0.0042,0.000041,-0.00018
LS3_CD03:CAV8_D4507,0.0004,0.0418,-0.0143,0.000327,0.000022
LS3_CD04:CAV1_D4520,-0.0111,-0.0339,0.0024,-0.000168,-0.000609
LS3_CD04:CAV2_D4526,-0.0047,-0.032,0.0049,-0.000179,-0.000404
LS3_CD04:CAV3_D4532,-0.0159,-0.0538,0.0065,0.000023,-0.000238
LS3_CD04:CAV4_D4538,0.0046,-0.0131,0.0088,0.000173,-0.00012
LS3_CD04:SOL1_D4544,-0.0003,0.0003,-0.0063,-0.000019,0.000001
LS3_CD04:CAV5_D4551,-0.0073,-0.0404,0.0082,-0.000191,-0.000079
LS3_CD04:CAV6_D4557,0.0145,-0.0418,0.0273,-0.000204,0
LS3_CD04:CAV7_D4563,0.024,-0.0089,-0.0085,-0.000238,-0.000214
LS3_CD04:CAV8_D4569,0.0056,-0.0056,0.019,-0.000341,-0.000292
LS3_CD05:CAV1_D4582,0.0031,0.0337,0.0011,0.000062,0.00045
LS3_CD05:CAV2_D4588,-0.0078,0.0418,0.0007,-0.000016,0.000049
LS3_CD05:CAV3_D4594,0.0207,0.0223,0.0034,0.000158,0.00019
LS3_CD05:CAV4_D4600,0.0036,0.0286,-0.0103,0.000085,0.000076
LS3_CD05:SOL1_D4606,-0.0015,-0.0011,-0.0047,0.000004,-0.000007
LS3_CD05:CAV5_D4613,0.0028,0.0387,0.0107,0.000494,-0.000004
LS3_CD05:CAV6_D4619,0.0049,0.0528,-0.0025,0.000273,0.000066
LS3_CD05:CAV7_D4625,0.0061,0.0604,0.0078,0.000706,-0.00005
LS3_CD05:CAV8_D4631,-0.0059,0.0894,-0.0093,0.000828,-0.000045
LS3_CD06:CAV1_D4644,-0.0037,0.0171,0.0015,-0.000553,-0.000019
LS3_CD06:CAV2_D4650,0.0026,0.0269,0.0005,-0.000457,-0.000055
LS3_CD06:CAV3_D4656,-0.0059,0.0246,0.0012,-0.000333,-0.000025
LS3_CD06:CAV4_D4662,0.0293,0.043,-0.0327,-0.000119,-0.000083
LS3_CD06:SOL1_D4669,-0.0003,-0.0018,-0.0057,-0.000024,0.000002
LS3_CD06:CAV5_D4675,0.0125,0.0415,0.0098,-0.000058,-0.000178
LS3_CD06:CAV6_D4681,0.0114,0.0318,0.0144,0.00012,-0.000312
LS3_CD06:CAV7_D4687,0.0108,0.0424,-0.0238,0.000279,-0.000239
LS3_CD06:CAV8_D4693,0.0037,0.0557,-0.004,0.000332,-0.000357
LS3_BTS:DC_D4709,-0.0049,0.0325,0.0098,0.000094,0.000204
LS3_BTS:QV_D4713,-0.0132,0.0009,0.0047,-0.00002,-0.000001
LS3_BTS:QH_D4718,-0.0088,-0.0087,-0.0042,-0.000058,0.000011
LS3_BTS:DC_D4750,-0.0397,0.0061,0.0505,0.000361,-0.000185
LS3_BTS:QV_D4755,-0.009,0.0061,0.0022,0.000022,0.000029
LS3_BTS:QH_D4760,-0.0026,0.0061,-0.0133,0.00001,0.000022
LS3_BTS:DC_D4779,-0.0705,0.0206,-0.0184,0.00026,-0.000127
LS3_BTS:QH_D4783,-0.0017,-0.0019,0.0037,0.000066,0.000068
LS3_BTS:QV_D4806,0.0061,0.0024,-0.0058,0.000043,0.000095
LS3_BTS:DC_D4841,0.026,0.0202,-0.0079,0.000452,-0.000105
LS3_BTS:QH_D4845,-0.0136,-0.006,0.0238,0.000025,0.000091
LS3_BTS:QV_D4868,-0.0288,0.0264,0.0209,-0.000045,0.000086
LS3_BTS:DC_D4903,0.0531,-0.0041,0.0058,0.000253,-0.000129
LS3_BTS:QH_D4907,-0.0068,0.0049,-0.0042,0.000051,0.000123
LS3_BTS:QV_D4930,0.0086,0.0121,0.0005,0.000059,0.000107
LS3_BTS:DC_D4965,-0.0192,0.0321,-0.0231,0.000204,0.000144
LS3_BTS:QH_D4969,-0.0101,0.004,0.0104,-0.000006,0.000098
LS3_BTS:QV_D4992,-0.0044,-0.0085,-0.0025,0.000006,0.000173
LS3_BTS:DC_D5027,-0.0326,0.0251,-0.0234,0.000388,-0.000072
LS3_BTS:QH_D5031,-0.0099,-0.0036,-0.0032,-0.000021,0.000049
LS3_BTS:QV_D5054,-0.0096,0.0059,-0.0047,-0.000001,0.000069
LS3_BTS:DC_D5089,-0.017,-0.0222,-0.0869,0.000017,-0.000119
LS3_BTS:QH_D5093,0.0075,-0.0059,0.0055,0.000036,-0.000051
LS3_BTS:QV_D5116,0.0272,0.0005,-0.0123,-0.000019,-0.000037
LS3_BTS:DC_D5151,-0.0038,-0.0011,-0.0092,0.000149,-0.000013
LS3_BTS:QH_D5155,-0.0029,0.0058,0.0055,0.000059,0.000053
LS3_BTS:QV_D5178,-0.0059,-0.0034,0.0001,0.000029,0.000028
LS3_BTS:DC_D5213,0.0062,0.019,0.143,0.000237,-0.000137
LS3_BTS:QH_D5218,0.0199,-0.0072,-0.0059,0.000086,-0.000012
LS3_BTS:QV_D5240,-0.0108,0.0096,0.0043,0.000006,-0.000134
LS3_BTS:DC_D5275,0.0339,0.0108,0.0872,0.000101,-0.00009
LS3_BTS:QH_D5280,-0.002,0.0078,-0.0011,-0.000066,-0.000066
LS3_BTS:QV_D5302,-0.0204,0.0168,-0.0033,0.000009,0.000001
LS3_BTS:DC_D5337,0.0126,0.0115,-0.0546,0.00038,-0.000261
LS3_BTS:QH_D5342,-0.0056,-0.0031,0.0048,0.000071,-0.000009
LS3_BTS:QV_D5364,-0.0172,0.0013,-0.0094,0.000042,0.000116
LS3_BTS:DC_D5389,0.0219,0.0016,0.0015,0.000114,-0.000029
LS3_BTS:QH_D5393,0.0111,0.0002,-0.0164,0.000096,-0.000037
LS3_BTS:QV_D5408,0.0032,0.0197,-0.0012,0.000032,-0.000139
LS3_BTS:DC_D5428,-0.0387,-0.0056,-0.012,0.000382,-0.000183
LS3_BTS:QH_D5432,0.0098,0.0006,-0.0136,0.000186,0.000026
LS3_BTS:QV_D5440,-0.0072,-0.0063,0.005,0.000145,0.000053
BDS_BTS:DC_D5467,0.0049,0.0177,-0.0082,-0.00003,0.000013
BDS_BTS:QH_D5471,-0.0162,-0.003,0.0123,0.000105,-0.000081
BDS_BTS:QV_D5479,-0.0047,0.0005,0.004,0.000088,-0.000104
BDS_BTS:DC_D5496,0.0078,0.0083,-0.0096,0.000107,-0.000026
BDS_BTS:QV_D5501,0.0462,0.0153,-0.0035,0.000052,-0.000156
BDS_BTS:QH_D5509,-0.0136,0.0101,-0.0105,0.000075,-0.000019
BDS_BTS:QV_D5552,-0.01,-0.0062,-0.0069,-0.000013,0.000124
BDS_BTS:QH_D5559,-0.0012,-0.0008,-0.0055,-0.00003,0.000144
